Date,SARIMAX_Forecast,LightGBM_Forecast,Hybrid_Forecast
2026-01-15 13:53:32.012798,4207.652830969686,5454.620923684048,4644.091663419713
2026-01-16 13:53:32.012798,4232.33502089296,5446.430201673809,4657.268334166257
2026-01-17 13:53:32.012798,4250.570706562121,5612.742465781136,4727.330822288776
2026-01-18 13:53:32.012798,4298.107096943306,5612.742465781136,4758.229476036547
2026-01-19 13:53:32.012798,4298.326472542532,4534.255837857878,4380.901750402903
2026-01-20 13:53:32.012798,4156.987779732667,5997.971671178597,4801.332141738743
2026-01-21 13:53:32.012798,4216.222483576221,6159.602836476023,4896.405607091152
2026-01-22 13:53:32.012798,4211.2668844090285,5479.105291230996,4655.010326796717
2026-01-23 13:53:32.012798,4235.949280280288,5478.744155396649,4670.927486571014
2026-01-24 13:53:32.012798,4254.184788731607,5691.38251057757,4757.203991377694
2026-01-25 13:53:32.012798,4301.721331608401,5691.38251057757,4788.10274424761
2026-01-26 13:53:32.012798,4301.940575985453,4528.821374571686,4381.348855490634
